Tenure,SatisfactionScore,Complain,OrderCount,HourSpendOnApp,NumberOfDeviceRegistered,NumberOfAddress,DaySinceLastOrder,Cashback,Churned
30,2,1,3,6.5,4,1,70,20.05,0
18,5,1,2,8.5,1,1,22,9.1,0
2,3,0,2,12.4,2,1,81,13.08,0
49,5,0,8,10.6,2,2,39,30.23,0
4,1,1,2,7.7,2,1,44,9.09,1
7,3,0,0,9.1,1,1,88,7.31,0
39,4,0,3,13.3,1,1,52,3.54,0
13,4,1,2,7.0,1,1,52,8.58,1
31,3,0,5,11.5,1,1,41,13.74,0
71,5,0,7,9.8,1,1,42,28.18,0
63,5,0,5,10.0,2,1,57,11.1,0
56,5,0,6,9.1,1,1,56,29.25,0
42,4,0,3,10.9,3,2,36,20.18,0
61,4,1,8,16.4,1,1,26,17.04,0
42,4,0,5,5.4,2,2,65,9.75,0
56,5,0,7,10.3,2,1,38,26.91,0
36,4,1,7,9.0,1,1,45,18.55,0
68,5,0,3,6.4,1,1,56,12.28,0
7,4,0,1,5.1,1,2,80,12.9,1
54,5,0,9,9.6,2,1,62,19.63,0
1,2,1,0,5.8,3,2,65,7.84,1
44,4,0,6,6.3,5,2,38,11.83,0
45,3,1,5,11.6,1,1,85,8.02,0
47,2,0,3,8.3,4,1,65,13.58,0
13,4,0,4,5.0,2,1,73,17.46,0
22,4,0,7,7.3,1,2,42,9.08,0
21,3,1,1,8.1,1,1,41,10.92,1
9,3,0,10,10.9,1,1,48,34.15,0
26,3,0,4,12.8,2,2,52,13.05,0
9,3,0,3,1.0,4,1,79,16.92,0
15,3,0,5,5.8,1,1,48,13.4,0
10,2,0,1,4.6,2,1,51,10.43,0
42,4,0,4,8.1,1,2,71,0.81,0
72,5,0,8,13.4,1,1,38,20.41,0
24,4,0,4,7.6,3,1,48,28.23,0
49,2,1,7,9.6,1,1,23,24.51,1
26,4,0,2,4.6,1,2,73,8.46,0
37,3,0,5,6.6,4,1,47,14.4,0
68,4,1,4,6.1,1,1,34,8.42,0
50,4,1,2,6.4,1,3,73,10.08,0
24,4,0,4,2.7,2,1,48,5.4,0
19,3,0,4,9.8,2,2,79,15.2,0
60,4,0,11,14.0,3,1,57,25.22,0
39,5,1,4,7.8,2,1,34,19.0,0
18,3,0,5,12.4,1,1,61,11.66,0
19,3,0,4,10.0,1,2,68,9.34,0
36,4,0,1,6.2,3,1,33,12.57,0
55,5,0,4,10.2,1,1,48,13.31,0
69,5,0,4,6.3,5,2,44,13.64,0
47,2,1,7,12.4,1,2,62,24.58,1
49,4,1,5,11.5,3,1,36,23.47,0
33,4,0,6,2.5,3,1,52,22.28,0
21,4,0,7,15.9,2,1,75,20.15,0
22,4,0,3,8.4,2,2,24,24.45,0
48,4,1,3,9.2,2,1,55,18.95,0
37,5,0,6,13.0,2,2,50,16.29,0
15,3,0,7,10.2,2,1,9,22.22,0
35,5,0,5,7.8,2,1,25,12.66,0
71,4,0,9,13.1,2,1,55,26.27,0
32,3,0,3,15.7,1,1,53,9.64,0
11,4,0,2,6.3,1,1,59,7.32,0
10,4,0,2,4.7,1,2,54,12.37,0
57,5,0,6,13.8,2,1,67,15.25,0
25,2,1,1,0.5,4,1,94,3.79,1
2,3,0,1,5.5,2,2,75,8.88,0
64,5,0,6,7.9,2,1,13,20.02,0
35,4,0,4,10.1,2,1,51,13.14,0
7,3,0,1,6.2,1,2,79,5.0,0
18,3,0,2,3.3,3,1,50,7.19,0
67,4,0,11,15.7,2,1,59,36.01,0
42,3,1,3,4.9,4,2,49,15.73,1
39,5,0,6,9.7,1,1,29,11.18,0
41,4,0,5,7.7,2,2,61,10.95,0
24,4,0,6,12.2,3,1,55,11.92,0
60,4,0,5,7.6,2,1,41,13.81,0
46,4,0,4,0.5,2,2,72,20.19,0
19,4,0,5,5.7,1,1,22,11.97,0
68,5,0,7,10.8,1,2,62,23.82,0
42,5,0,4,6.2,2,1,44,21.06,0
32,3,0,1,9.4,1,3,84,0.0,0
39,4,0,4,5.1,1,2,64,11.31,0
36,3,0,4,9.9,3,1,47,4.51,0
36,4,0,1,8.2,3,2,44,4.84,0
3,2,0,3,7.9,4,1,30,11.42,0
8,4,0,5,10.2,2,2,49,7.39,1
70,3,0,9,11.8,2,1,43,22.53,0
41,5,0,8,12.2,1,3,60,14.68,0
68,5,0,4,6.7,3,1,41,9.15,0
13,5,0,1,6.5,2,1,63,15.5,0
49,5,0,6,8.9,2,1,43,22.99,0
60,4,0,5,8.1,1,1,72,9.63,0
2,4,0,4,6.2,2,1,50,13.99,0
60,5,1,8,10.7,3,1,33,22.33,0
5,1,0,2,11.1,2,1,38,6.87,0
44,5,0,10,12.3,5,1,33,31.9,0
27,3,1,4,11.0,2,3,48,25.15,1
32,4,0,1,7.4,2,1,55,6.3,0
21,5,0,4,8.9,1,1,58,25.49,0
8,3,1,3,8.3,1,2,49,6.13,0
72,4,1,11,13.9,4,1,26,27.39,0
50,5,1,4,6.5,1,1,46,13.07,0
67,5,0,6,15.0,3,2,45,17.33,0
44,3,0,4,11.4,5,1,44,13.69,0
58,3,0,5,9.1,1,1,26,18.35,0
3,2,1,4,8.4,1,1,29,12.8,0
70,5,0,6,11.5,2,1,19,23.38,0
2,3,1,0,1.8,1,1,63,7.98,0
44,5,0,2,4.3,1,1,63,13.15,0
2,2,1,2,1.0,2,2,43,6.44,0
35,5,0,5,8.4,2,2,57,14.44,0
30,2,1,6,13.4,2,1,42,12.68,1
8,3,0,2,5.8,3,1,54,15.31,1
22,4,1,2,13.2,1,1,36,7.44,0
44,3,0,8,10.1,1,1,63,23.45,0
58,5,0,4,8.7,1,2,76,23.13,0
36,3,1,5,8.2,2,1,55,17.15,0
69,4,1,6,3.1,4,3,37,19.28,0
31,5,1,6,9.0,5,1,49,28.23,0
47,5,1,5,6.5,1,2,38,18.34,0
55,5,0,7,11.3,1,2,26,19.6,0
62,5,1,13,19.2,1,1,45,41.8,0
30,1,1,5,7.9,2,1,35,9.65,1
55,5,0,5,10.1,3,1,37,17.9,0
16,3,0,2,6.0,3,1,23,6.03,0
12,3,0,1,8.5,4,1,74,0.0,0
17,4,0,1,12.6,3,1,81,0.06,0
16,3,0,3,11.9,2,2,65,5.19,0
12,4,0,3,5.6,1,1,66,12.25,0
8,3,0,4,12.3,1,1,32,13.33,0
3,3,1,1,6.7,2,2,54,8.27,1
16,3,0,5,12.7,2,1,61,11.15,0
30,3,0,4,5.1,1,2,37,8.78,0
23,3,1,3,7.1,1,1,48,26.25,0
5,3,0,2,7.1,1,1,31,5.11,0
65,5,0,8,11.2,1,1,39,25.76,0
30,5,0,5,9.9,3,1,47,23.0,0
21,3,0,2,6.3,2,1,64,10.81,0
70,5,1,5,7.9,2,1,25,16.25,0
22,3,1,4,6.8,1,1,27,6.82,0
72,5,0,6,7.3,3,1,66,13.69,0
32,4,0,7,11.5,2,1,62,17.86,0
33,5,0,5,8.6,2,1,40,16.8,0
16,1,1,2,5.0,1,1,79,5.3,1
38,5,0,3,2.9,3,3,56,9.89,0
14,3,0,2,8.2,3,1,73,6.1,0
36,3,0,11,15.8,3,2,34,33.43,0
23,5,0,7,7.8,2,1,51,16.37,0
66,5,0,4,8.5,1,1,47,12.08,0
2,4,0,4,6.6,1,1,77,7.48,0
65,5,1,6,12.0,1,1,46,33.8,0
67,4,0,8,9.9,1,1,43,12.23,0
52,2,0,4,6.7,1,1,28,9.24,1
62,5,0,3,7.8,1,1,52,22.6,0
23,4,0,5,7.7,3,1,76,22.91,0
26,4,0,8,9.9,2,1,64,23.71,0
68,5,0,10,11.2,3,3,37,29.95,0
55,4,0,9,10.9,1,1,41,18.59,0
6,3,0,2,5.5,1,1,37,0.87,0
35,4,1,3,7.4,1,1,59,8.72,0
22,4,1,4,7.7,3,1,57,11.4,0
43,5,0,6,11.3,1,1,56,22.09,0
15,3,1,4,4.7,1,3,28,12.03,0
60,5,0,6,16.1,1,1,65,27.84,0
12,2,0,6,9.9,2,1,45,16.31,1
49,5,0,1,8.7,2,1,76,1.38,0
42,3,0,5,10.4,1,1,53,7.32,0
38,4,0,6,10.2,2,1,69,16.1,0
45,5,1,10,14.4,2,1,50,23.94,0
35,5,0,5,10.0,1,1,37,17.41,0
30,4,0,4,7.7,2,1,64,17.92,0
30,4,1,6,17.0,1,2,63,21.03,1
6,2,1,3,10.7,5,1,57,3.53,1
67,5,0,5,4.2,2,1,46,23.45,0
7,3,0,5,12.2,2,1,64,12.78,0
52,5,0,13,15.6,1,1,51,33.74,0
14,2,1,2,11.5,2,2,36,2.49,1
15,4,0,3,6.4,3,1,56,14.06,0
21,5,0,3,0.5,2,1,51,15.26,0
35,4,0,6,8.7,3,1,76,25.38,0
66,5,0,5,4.2,1,1,39,14.33,0
2,3,0,4,6.2,1,1,60,12.99,0
35,4,0,3,5.7,2,1,64,13.88,0
20,3,0,6,10.9,1,1,49,18.04,0
10,2,1,5,9.8,1,1,71,19.5,1
25,4,0,1,7.7,2,1,57,4.09,0
66,5,0,3,9.1,1,2,36,15.89,0
25,5,0,5,14.8,3,1,72,20.33,0
54,5,0,4,8.2,2,2,45,13.68,0
33,5,0,6,11.3,2,1,49,20.7,0
36,4,0,5,11.7,2,3,48,16.96,0
14,3,0,4,6.3,2,2,38,14.75,0
65,5,0,9,8.4,2,1,28,23.91,0
54,5,1,6,10.9,1,2,25,15.56,1
52,4,0,5,7.8,3,2,58,16.83,0
3,4,0,2,8.9,2,1,67,13.44,0
41,5,0,6,12.0,2,3,52,14.67,0
6,2,1,1,8.8,1,1,67,9.32,0
25,3,0,2,4.2,1,1,54,9.39,0
13,3,0,0,3.3,4,2,63,3.82,0
8,4,0,1,6.1,5,2,58,7.71,1
21,4,0,2,6.1,3,1,55,4.28,0
68,5,0,9,13.6,4,1,26,26.52,0
25,4,0,1,9.9,1,1,78,6.96,0
68,4,1,5,8.7,1,1,46,17.32,0
45,5,1,5,4.9,3,1,43,16.76,0
60,5,0,6,3.9,1,1,40,16.93,0
12,3,1,1,1.9,1,2,52,0.9,1
32,3,0,5,5.0,3,1,44,5.85,0
13,3,0,2,8.6,2,1,59,6.65,0
31,4,0,3,7.3,1,1,29,0.0,0
20,2,1,3,7.6,2,3,41,1.84,1
18,4,0,4,10.4,3,1,74,18.27,0
60,5,0,9,16.3,3,1,63,21.05,0
63,5,1,8,10.8,2,1,40,26.77,1
6,4,0,2,8.8,5,2,93,12.78,0
32,4,0,8,12.5,2,1,55,18.11,0
43,5,0,3,2.7,1,2,76,18.26,0
2,4,0,3,2.9,2,1,55,18.73,0
60,5,0,8,10.4,1,1,40,16.15,0
23,5,0,2,7.2,1,1,70,15.95,0
31,4,0,2,8.0,1,1,73,6.78,0
5,3,0,1,5.2,1,1,54,0.0,0
34,3,0,8,6.3,2,1,51,21.71,0
10,2,1,8,10.3,1,2,1,21.75,1
2,3,1,0,0.5,1,1,50,4.2,1
11,5,0,0,4.4,1,2,81,16.54,1
50,4,0,2,8.3,1,2,48,13.73,0
31,4,0,3,8.7,1,1,53,11.68,0
56,4,0,8,9.9,1,1,42,22.84,0
9,3,0,2,7.8,2,1,40,23.65,0
21,5,0,5,5.6,1,1,49,19.87,0
28,5,0,4,6.3,2,1,49,22.49,0
62,3,0,9,7.2,3,1,28,27.3,0
7,4,0,3,5.8,1,1,52,6.26,1
16,4,0,4,5.9,1,2,34,8.72,0
4,3,0,4,7.0,2,1,51,12.36,0
4,4,1,2,5.8,3,1,55,9.46,1
40,3,1,4,8.9,5,2,82,14.0,0
17,4,0,2,0.7,1,2,44,16.26,0
52,5,0,10,10.4,1,1,52,31.63,0
52,5,1,6,12.7,1,3,26,12.13,0
36,5,0,7,13.6,2,2,83,18.26,0
38,3,1,2,6.8,2,2,62,16.71,1
50,4,0,5,9.2,5,1,54,19.11,0
63,5,1,4,4.8,3,1,61,7.67,0
63,5,1,11,12.7,2,1,39,28.59,0
62,5,0,5,11.5,1,2,44,8.01,0
7,2,1,3,3.7,1,2,40,14.39,1
27,4,0,7,11.0,2,2,49,22.67,0
14,4,0,1,7.5,2,1,77,7.03,0
71,5,0,6,9.9,2,1,20,19.14,0
5,4,0,3,7.0,1,1,87,14.76,1
55,5,0,3,6.9,2,1,41,19.73,0
2,3,0,5,10.5,2,3,55,16.68,0
62,5,1,10,13.6,2,1,29,31.12,0
21,3,0,3,8.9,2,1,53,12.49,0
21,3,0,5,7.9,1,2,55,21.39,0
10,5,0,2,5.6,2,1,53,20.58,0
58,4,0,7,12.2,4,2,49,16.7,0
39,4,0,4,5.5,2,1,54,13.04,0
5,3,1,1,2.4,1,1,66,6.77,1
65,3,0,5,15.8,2,2,57,11.05,0
13,3,0,3,8.7,2,1,21,8.7,0
53,4,0,5,8.3,1,1,45,15.63,0
45,5,0,2,4.5,1,1,76,11.6,0
32,5,1,5,6.2,3,1,63,15.41,0
36,2,1,5,8.9,2,1,33,10.33,1
60,5,0,7,10.3,2,1,40,21.78,0
11,4,0,6,11.1,1,2,45,13.97,0
63,3,1,4,4.3,1,1,48,14.33,1
21,5,0,4,4.4,4,1,50,9.32,0
52,5,1,4,9.0,1,2,44,15.4,1
55,5,0,6,11.0,1,1,33,27.82,0
26,3,0,2,9.3,1,1,88,7.28,0
68,5,0,8,16.4,1,1,47,27.95,0
34,4,0,4,7.4,2,2,49,8.37,0
52,5,0,3,9.4,2,2,65,11.41,0
52,5,0,7,7.5,2,1,23,24.79,0
29,4,0,7,2.8,2,2,54,7.41,0
38,5,1,7,7.7,2,1,24,24.59,1
42,5,0,5,7.6,1,1,55,17.11,0
21,5,0,3,13.9,3,1,41,11.78,0
42,5,0,11,8.8,2,1,49,36.76,0
13,3,0,4,10.4,1,1,92,5.19,0
64,5,0,6,8.0,1,1,50,21.45,0
17,4,0,3,8.9,2,3,32,16.16,0
9,3,0,3,7.5,1,1,44,6.88,0
41,5,0,3,4.7,4,1,59,3.25,0
1,2,0,2,9.7,2,3,75,8.49,1
2,3,1,2,7.9,5,1,39,12.66,1
60,5,0,2,6.6,2,1,84,18.9,0
48,5,0,9,13.1,3,1,51,17.36,0
29,4,0,4,6.9,1,1,52,12.65,0
10,3,0,2,0.8,1,2,69,19.53,0
58,5,0,8,11.7,2,1,25,24.78,0
60,4,0,7,17.3,2,3,32,21.5,0
21,2,1,0,7.5,4,1,39,5.92,0
28,3,1,1,6.7,1,1,92,6.66,0
34,4,0,4,9.4,2,1,52,12.58,0
8,2,1,1,5.8,3,1,61,4.0,1
59,5,0,5,2.3,2,1,67,24.73,0
72,4,0,12,11.4,4,2,15,33.78,0
49,5,0,8,11.2,1,1,32,25.35,0
17,3,1,3,10.2,2,1,59,1.02,0
60,5,0,7,16.1,3,2,71,18.88,0
45,3,0,4,5.0,1,1,65,23.08,0
69,5,1,7,12.6,1,1,51,17.54,1
32,3,0,3,0.7,1,1,58,10.89,0
44,3,0,2,5.6,1,1,73,8.01,0
65,5,0,6,9.7,1,1,34,12.26,0
8,4,0,5,14.1,1,3,54,11.27,0
72,5,0,12,12.2,2,1,43,23.54,0
43,5,0,5,8.0,1,3,46,9.03,0
1,3,0,0,8.0,5,2,58,6.9,0
51,3,1,3,5.2,2,1,30,6.66,0
24,4,0,6,8.2,1,1,40,27.35,0
24,3,0,1,1.5,2,1,23,10.57,0
17,3,0,5,10.9,3,2,60,14.28,0
5,2,0,2,2.3,1,1,58,10.94,1
20,4,0,6,13.0,3,1,46,6.97,0
21,5,1,1,2.1,2,3,62,8.96,1
58,5,1,9,9.9,3,2,47,30.82,0
31,4,0,3,3.9,2,2,49,5.38,0
11,3,1,1,5.0,2,1,37,9.98,1
52,2,0,5,12.2,1,1,57,14.28,0
15,3,0,2,4.5,1,1,41,0.64,0
7,2,1,1,2.9,2,1,63,12.9,1
28,4,1,5,8.9,1,1,70,21.74,0
51,4,0,6,9.6,2,2,75,21.12,0
58,4,0,7,12.6,2,1,52,13.21,0
5,3,0,2,2.7,1,1,51,4.22,0
5,3,0,1,6.5,1,1,51,5.91,0
8,5,0,1,9.5,1,1,63,16.69,0
64,5,0,10,10.0,2,1,11,26.35,0
10,4,0,1,6.4,2,2,46,8.92,0
38,3,0,6,6.7,2,1,37,12.85,0
8,2,0,5,12.3,1,1,56,21.77,1
25,4,1,3,12.5,3,1,53,6.88,0
66,5,0,4,4.6,2,1,54,16.35,0
50,5,0,6,10.7,2,3,46,26.03,0
67,5,0,2,7.7,1,1,53,8.71,0
49,3,0,8,11.8,2,2,49,19.16,0
36,5,1,6,9.1,3,1,58,15.02,0
68,5,0,5,7.3,1,1,66,10.51,0
41,2,1,7,5.9,2,1,46,10.73,1
62,5,1,6,9.3,2,1,64,27.43,0
10,4,1,8,14.0,1,1,68,14.03,1
21,3,0,4,11.5,2,1,43,8.8,0
36,5,0,11,14.3,1,1,50,22.75,0
12,2,1,2,3.6,2,1,47,3.05,0
2,4,0,2,2.8,1,1,74,8.56,0
13,3,1,7,8.7,2,2,49,19.29,0
53,5,0,5,3.3,1,1,44,24.62,0
32,4,0,4,0.6,1,1,38,18.66,0
16,4,0,2,2.6,1,1,47,13.55,0
32,3,0,4,9.1,2,1,50,16.26,0
32,5,0,8,6.5,1,1,61,14.88,0
11,3,0,3,8.4,1,1,50,10.8,1
10,2,0,7,8.1,1,2,39,23.56,0
15,3,0,3,11.0,3,2,81,20.04,0
17,5,0,5,7.2,2,1,44,23.61,0
40,5,1,6,8.4,1,1,31,16.98,1
18,3,1,2,4.3,2,1,35,12.1,1
55,3,0,4,6.0,2,1,41,8.27,0
25,3,0,5,9.3,3,1,50,21.47,0
59,4,0,12,15.5,1,1,36,25.4,0
22,2,0,4,8.1,1,2,43,5.87,0
30,5,1,3,3.6,2,2,31,19.23,0
44,5,0,4,9.4,1,2,39,15.57,0
32,5,0,2,3.0,1,2,36,15.25,0
51,4,1,4,4.9,2,2,7,18.19,0
46,5,0,1,4.1,1,1,23,3.66,0
21,2,0,5,11.3,1,2,54,13.37,0
32,3,1,7,7.2,2,1,41,14.59,0
39,4,0,3,8.5,1,1,63,2.18,0
12,3,0,3,0.5,2,1,44,10.0,0
47,5,0,4,9.7,4,1,43,12.08,0
18,5,0,6,12.9,2,1,35,22.5,0
21,5,0,3,9.2,2,1,41,19.17,0
13,3,0,4,8.0,2,1,41,8.83,0
21,4,0,3,5.3,3,1,80,6.39,0
8,4,0,7,7.8,1,1,44,19.65,0
46,5,0,3,4.9,2,1,42,15.02,0
7,3,0,0,3.2,3,1,74,7.09,1
23,4,1,3,10.2,2,1,54,22.18,0
22,4,0,0,4.6,1,2,76,11.84,0
22,3,0,4,10.6,3,2,59,12.43,0
29,5,0,3,16.5,1,1,56,25.24,0
13,4,1,8,16.4,2,1,48,26.32,0
2,1,0,4,8.2,4,2,58,14.41,0
29,4,0,2,4.9,2,3,37,20.02,0
52,5,0,8,13.9,3,1,46,25.77,0
27,3,0,9,14.7,2,1,46,23.45,0
50,5,0,4,9.8,3,1,58,17.15,0
23,5,0,4,12.6,4,1,45,15.33,0
44,4,1,2,3.8,1,1,74,7.5,0
22,3,0,3,8.3,1,1,57,4.55,0
43,4,1,3,7.3,2,1,48,17.65,1
37,4,1,2,8.6,4,1,62,15.92,1
61,4,1,4,6.8,2,2,68,11.44,0
56,1,1,7,11.7,3,2,35,15.77,1
3,5,1,4,2.8,3,2,39,12.43,0
63,5,0,6,9.7,2,1,60,22.3,0
19,3,0,3,12.5,2,1,68,13.37,0
23,4,0,5,7.4,2,2,48,14.29,0
29,4,1,4,7.9,1,1,49,12.74,0
30,4,0,2,9.8,3,1,69,8.93,0
39,3,0,4,9.6,1,1,40,9.58,0
25,2,1,10,7.9,4,2,4,24.85,1
8,2,1,5,8.6,1,1,52,2.3,1
58,4,0,8,12.5,1,2,46,22.37,0
16,4,0,0,9.1,1,1,74,14.73,0
72,5,0,11,17.3,3,1,50,32.89,0
1,2,0,4,8.0,1,2,77,6.22,1
5,1,0,2,8.5,2,2,60,0.88,1
3,3,0,4,8.0,1,1,85,9.89,0
65,5,0,7,9.1,2,2,64,18.28,0
4,3,1,3,10.7,1,1,56,13.94,1
64,5,0,7,13.7,1,1,62,17.6,0
10,3,0,0,5.8,1,1,47,7.81,0
21,3,0,2,4.6,2,1,52,7.76,0
46,3,0,6,9.7,1,1,46,18.09,0
27,4,0,3,7.5,1,1,51,15.3,0
66,4,0,6,12.6,1,1,61,20.41,0
41,4,1,5,8.1,1,2,67,24.37,0
13,4,0,1,5.9,2,1,70,14.85,0
9,2,0,7,11.2,1,2,37,13.1,1
36,4,1,1,5.0,2,2,68,18.92,0
58,5,1,0,5.8,3,1,78,8.41,0
54,5,0,0,5.3,2,2,71,9.56,0
12,4,0,5,6.6,1,1,29,20.77,0
14,3,1,3,5.7,2,2,39,5.7,0
34,4,1,5,4.8,3,1,58,24.78,0
53,5,1,7,8.4,2,1,63,23.2,0
20,3,0,1,10.1,2,1,43,13.62,0
16,5,0,4,10.2,1,2,52,15.36,0
70,5,0,8,9.0,1,2,45,19.42,0
56,5,0,8,10.8,4,1,29,27.02,0
58,5,1,8,8.8,3,1,48,19.15,0
4,3,1,2,8.8,1,1,62,6.81,1
4,5,0,2,7.4,1,1,59,0.0,0
20,4,0,2,8.6,1,1,71,17.48,0
10,3,0,1,4.9,4,3,57,4.55,0
24,4,0,5,12.0,2,1,61,15.07,0
26,3,0,3,3.8,3,2,60,11.32,0
37,2,0,1,4.0,2,1,68,8.35,1
54,4,0,6,8.6,3,2,41,12.25,0
21,4,0,2,9.0,1,1,64,3.39,0
38,5,0,9,10.6,2,1,59,31.64,0
46,4,1,6,6.9,1,1,62,15.94,0
4,4,0,2,6.6,5,1,74,12.26,0
60,4,1,6,17.1,1,2,51,16.16,1
57,4,0,9,9.3,2,3,66,27.82,0
45,5,0,4,11.9,3,1,48,13.56,0
20,4,0,1,5.8,3,1,54,9.56,0
17,3,0,1,5.8,3,1,84,9.64,0
71,5,0,5,7.2,1,1,57,18.91,0
4,2,0,2,8.5,4,2,70,9.26,1
14,3,0,5,12.1,2,1,24,14.38,0
3,3,0,2,11.1,3,2,61,1.59,1
58,5,0,8,12.3,4,1,48,15.73,0
55,3,0,3,5.3,1,1,63,4.53,0
4,5,0,2,12.0,2,1,64,7.99,0
24,4,0,3,6.0,2,1,49,16.76,0
34,3,0,4,5.9,3,1,89,2.31,0
30,3,0,5,9.9,2,1,38,16.85,0
19,4,1,5,6.1,1,1,46,12.8,0
31,3,0,2,5.1,2,2,70,10.93,0
60,4,1,6,11.7,2,1,33,25.82,0
60,5,0,7,19.2,3,1,45,22.47,0
19,5,0,2,8.3,2,2,68,16.04,0
49,5,0,5,12.6,1,2,43,14.14,0
63,4,0,6,8.3,4,1,38,15.05,0
22,4,1,8,12.2,2,1,51,27.72,0
24,2,1,5,3.2,2,1,53,23.52,0
30,2,1,2,2.6,4,1,47,11.07,0
58,4,1,4,8.7,2,1,54,4.96,0
31,5,0,2,7.7,2,1,56,6.13,0
64,5,0,5,11.5,1,1,65,15.67,0
19,4,0,4,7.6,4,1,38,16.16,0
48,3,1,5,13.5,1,3,38,11.5,0
45,4,0,2,8.3,1,2,53,12.98,0
55,4,1,6,4.4,3,1,44,12.66,0
55,5,0,6,4.4,2,1,62,24.53,0
18,3,0,5,9.4,1,1,52,15.35,0
63,4,0,6,9.1,1,1,58,21.47,0
47,5,0,9,12.9,5,2,64,16.25,0
57,5,0,5,8.0,2,2,38,19.01,0
45,4,0,3,5.6,2,1,76,8.24,0
33,4,1,4,6.0,3,1,53,14.07,1
17,5,0,3,7.2,2,1,20,11.3,0
70,5,0,6,12.3,1,2,52,15.67,0
4,4,1,3,4.2,1,3,33,11.77,1
20,4,0,2,6.2,2,1,36,13.22,0
47,4,0,5,13.3,2,1,35,22.93,0
15,5,0,4,3.0,1,1,51,12.97,0
70,4,0,5,10.9,2,1,31,21.32,0
47,5,0,6,9.2,1,1,67,25.79,0
9,3,1,3,5.1,5,1,71,5.58,0
16,5,0,6,8.1,1,1,87,20.91,0
69,5,0,7,13.7,2,1,45,25.64,0
61,5,0,7,10.2,2,2,39,20.37,0
10,3,0,2,3.4,2,1,59,8.11,1
50,5,0,5,6.4,2,2,63,20.18,0
3,4,0,2,5.1,1,1,75,10.0,1
70,5,0,9,14.8,5,2,33,25.04,0
51,5,1,6,8.3,1,1,63,16.24,0
19,5,0,2,6.5,3,1,71,8.65,0
42,3,0,2,4.5,1,1,100,5.26,0
35,5,0,6,8.6,1,1,69,17.64,0
46,5,0,0,4.5,2,1,88,7.14,0
26,5,1,4,5.4,2,1,82,12.54,1
69,5,0,5,6.7,4,1,40,13.06,0
64,5,0,8,9.8,3,2,33,19.17,0
37,4,0,4,12.7,4,2,67,13.91,0
49,5,0,7,10.8,2,1,41,13.85,0
21,4,0,5,6.3,1,2,62,20.24,0
64,4,0,8,13.9,2,1,43,28.3,0
5,3,1,0,7.7,3,1,66,10.87,1
70,5,0,7,7.9,1,1,51,19.82,0
4,4,0,0,9.9,3,1,71,3.32,0
39,5,0,10,14.1,2,1,22,24.56,0
35,5,0,5,10.3,2,2,31,12.58,0
1,4,0,0,6.1,2,1,59,9.49,1
24,4,0,4,9.2,3,1,54,4.37,0
57,5,0,6,9.5,1,1,73,16.86,0
70,5,1,8,13.3,1,1,50,20.6,0
41,4,0,1,4.8,2,1,62,5.75,0
54,5,1,5,13.7,2,1,46,14.62,0
46,4,0,6,3.8,4,1,56,18.73,0
60,5,0,9,9.5,1,2,39,28.58,0
60,4,0,10,14.1,3,1,22,27.58,0
57,5,0,4,8.0,2,1,68,10.59,0
31,5,0,3,5.9,2,3,47,4.64,0
24,4,0,3,7.9,1,1,48,20.65,0
36,3,0,4,4.6,2,2,31,17.22,0
30,5,1,1,2.7,2,2,64,18.93,0
24,4,0,4,7.8,1,1,78,16.22,0
30,5,0,6,11.0,2,1,22,26.56,0
7,3,1,1,3.7,1,1,34,0.0,0
35,5,0,6,4.4,2,1,54,12.82,0
55,3,0,6,10.5,2,1,52,13.35,0
14,4,0,4,9.7,2,1,45,14.65,0
10,5,0,2,3.3,1,2,48,8.09,0
16,4,0,5,7.8,1,1,54,21.09,0
54,5,0,8,14.1,3,1,16,28.17,0
70,5,1,4,4.7,1,1,32,20.32,0
44,4,0,3,7.3,3,1,39,15.4,0
45,3,0,5,7.0,1,1,44,16.04,0
56,4,0,7,17.2,3,1,41,28.21,0
57,4,0,8,7.7,1,2,5,30.92,0
21,4,1,7,5.1,2,1,26,18.79,0
68,5,0,8,13.2,4,1,53,19.14,0
50,4,0,7,9.6,1,1,54,26.06,0
33,4,0,8,8.3,1,1,57,31.39,0
7,2,0,1,4.3,2,1,66,17.49,1
70,5,0,8,15.9,3,1,42,26.67,0
15,4,0,4,8.2,1,2,37,13.12,0
32,5,0,5,13.4,3,1,35,11.82,0
20,4,0,2,2.9,2,2,43,9.63,0
15,4,0,2,9.9,1,2,68,5.44,0
48,4,0,9,9.3,1,1,50,18.59,0
71,5,0,6,13.5,1,2,34,24.31,0
21,3,1,3,10.8,2,2,60,8.13,0
42,4,0,3,4.4,2,2,63,11.88,0
26,4,1,3,8.7,1,1,62,19.96,0
14,3,0,5,9.6,2,3,63,4.06,0
57,5,0,5,11.8,2,2,51,12.73,0
37,4,0,4,4.8,1,1,48,18.02,0
58,5,0,3,6.2,4,1,55,11.05,0
21,4,0,5,9.1,3,1,65,13.38,0
69,5,0,4,12.7,1,1,63,17.13,0
3,3,0,2,6.8,4,1,57,7.69,0
37,3,0,5,6.1,4,1,67,4.63,0
49,5,0,5,10.0,1,1,78,14.4,0
19,3,0,3,4.4,1,1,92,2.96,0
12,2,1,2,1.5,2,1,94,11.32,0
61,5,0,9,11.7,4,2,90,18.57,0
41,5,0,6,10.6,3,1,68,12.55,0
33,5,0,2,7.2,1,1,16,5.2,0
